Date,High,Low,Open,Close,Volume,Difference
2011-05-22,9.3,6,6.1,8.3,207810,0.3562
2011-05-29,18.9,8.1,8.3,18.9,272940,1.2759
2011-06-05,31.9,13,18.9,14.6,515020,-0.2245
2011-06-12,25,10.3,14.6,16.9,481850,0.1529
2011-06-19,18.9,16.9,16.9,17.5,30180,0.0367
2011-06-26,18,14,17.5,15.4,179650,-0.1205
2011-07-03,16.5,11,15.4,14.4,366200,-0.0662
2011-07-10,15.7,13.5,14.4,13.7,190880,-0.0459
2011-07-17,14.7,12.5,13.7,13.7,263670,0
2011-07-24,14.7,13.3,13.7,13.5,132600,-0.011
2011-07-31,14.9,5.7,13.5,6.6,398270,-0.5159
2011-08-07,12.1,6,6.6,10.1,392070,0.5466
2011-08-14,11.9,9.6,10.1,11.4,172350,0.1303
2011-08-21,11.5,7.6,11.4,8.6,226800,-0.2498
2011-08-28,9.5,8,8.6,8.5,112890,-0.0128
2011-09-04,8.5,4.2,8.5,4.8,476410,-0.4375
2011-09-11,7.4,4.4,4.8,4.8,413360,0
2011-09-18,6.8,4.7,4.8,5.5,384640,0.1468
2011-09-25,5.5,4.6,5.5,5,199840,-0.0804
2011-10-02,5.1,3.8,5,4,253060,-0.2028
2011-10-09,4.4,3.7,4,3.8,247140,-0.0424
2011-10-16,3.9,2,3.8,3.2,675350,-0.1771
